day,high,low,open,close,volume
2014-03-03,38.130001068115234,37.4900016784668,37.91999816894531,37.779998779296875,29717500.0
2014-03-04,38.47999954223633,38.06999969482422,38.20000076293945,38.40999984741211,26802400.0
2014-03-05,38.27000045776367,37.93000030517578,38.25,38.11000061035156,20520100.0
2014-03-06,38.2400016784668,37.88999938964844,38.13999938964844,38.150001525878906,23582200.0
2014-03-07,38.36000061035156,37.689998626708984,38.279998779296875,37.900001525878906,26591600.0
2014-03-10,38.0099983215332,37.720001220703125,37.9900016784668,37.81999969482422,19006600.0
2014-03-11,38.22999954223633,37.720001220703125,37.869998931884766,38.02000045776367,25216400.0
2014-03-12,38.43000030517578,37.790000915527344,37.79999923706055,38.27000045776367,30494100.0
2014-03-13,38.45000076293945,37.63999938964844,38.41999816894531,37.88999938964844,32169700.0
2014-03-14,38.13999938964844,37.5099983215332,37.650001525878906,37.70000076293945,27195600.0
2014-03-17,38.40999984741211,37.790000915527344,37.900001525878906,38.04999923706055,20479600.0
2014-03-18,39.900001525878906,38.220001220703125,38.2599983215332,39.54999923706055,64063900.0
2014-03-19,39.54999923706055,38.90999984741211,39.470001220703125,39.27000045776367,35597200.0
2014-03-20,40.650001525878906,39.2400016784668,39.25,40.33000183105469,59269800.0
2014-03-21,40.939998626708984,40.0099983215332,40.720001220703125,40.15999984741211,80721800.0
2014-03-24,40.63999938964844,39.86000061035156,40.34000015258789,40.5,46098400.0
2014-03-25,40.9900016784668,39.959999084472656,40.65999984741211,40.34000015258789,43193100.0
2014-03-26,40.709999084472656,39.599998474121094,40.47999954223633,39.790000915527344,41977500.0
2014-03-27,39.970001220703125,39.34000015258789,39.7400016784668,39.36000061035156,35369200.0
2014-03-28,40.63999938964844,39.68000030517578,39.790000915527344,40.29999923706055,43472700.0
2014-03-31,41.5,40.400001525878906,40.43000030517578,40.9900016784668,46886300.0
2014-04-01,41.59000015258789,41.06999969482422,41.150001525878906,41.41999816894531,32605000.0
2014-04-02,41.65999984741211,41.16999816894531,41.439998626708984,41.349998474121094,28666700.0
2014-04-03,41.290000915527344,40.709999084472656,41.290000915527344,41.0099983215332,30139600.0
